objectid,autonomia,carretera,causa,fechahora_ini,hacia,matricula,nivel,pk_final,pk_inicial,poblacion,provincia,ref_incidencia,sentido,tipo,tipolocalizacion,version_incidencia,x,xml_fragment,xml_id,xml_matched_element,xml_parent_child_pos,xml_parent_id,y,x1,y1,actualizado
6603771,GALICIA,LU-642,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:23:00,,LU,VERDE,23.3,0,OURAL (O),LUGO,LU007218142,AMBOS SENTIDOS,OBRAS,0,2,4272073,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>OURAL (O)</poblacion>
<fechahora_ini>2020-07-21 08:23</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>LU-642</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>  23.3</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU007218142</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.72073</x>
<y>-7.44497</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.343,incidencia,,,-744497,-7.44497,42.72073,21/07/2020 13:03:27
6603772,GALICIA,A-6,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:33:00,,LU,VERDE,520.8,519.7,PEDROSO DE ARRIBA (O),LUGO,LU007218155,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,431759486,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PEDROSO DE ARRIBA (O)</poblacion>
<fechahora_ini>2020-07-21 08:33</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-6</carretera>
<pk_inicial> 519.7</pk_inicial>
<pk_final> 520.8</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>LU007218155</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.1759486</x>
<y>-7.7185615</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.344,incidencia,,,-77185615,-7.7185615,43.1759486,21/07/2020 13:03:27
6603773,GALICIA,LU-P-4806,TRABAJOS DE MANTENIMIENTO,2020/01/20 14:18:00,,LU,AMARILLO,25.5,21.4,PONTENOVA (A),LUGO,LU001208265,AMBOS SENTIDOS,OBRAS,0,1,432332218,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>PONTENOVA (A)</poblacion>
<fechahora_ini>2020-01-20 14:18</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>LU-P-4806</carretera>
<pk_inicial>  21.4</pk_inicial>
<pk_final>  25.5</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU001208265</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>43.2332218</x>
<y>-7.207005</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.345,incidencia,,,-7207005,-7.207005,43.2332218,21/07/2020 13:03:27
6603774,GALICIA,N-120,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:59:00,,LU,VERDE,501,496,RAIROS,LUGO,LU007218080,AMBOS SENTIDOS,OBRAS,0,2,424590405,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>RAIROS</poblacion>
<fechahora_ini>2020-07-21 07:59</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>N-120</carretera>
<pk_inicial> 496.0</pk_inicial>
<pk_final> 501.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU007218080</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.4590405</x>
<y>-7.3222272</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.346,incidencia,,,-73222272,-7.3222272,42.4590405,21/07/2020 13:03:27
6603775,GALICIA,LU-862,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:29:00,,LU,VERDE,98,97,REGOSANGÜENTO,LUGO,LU007218195,AMBOS SENTIDOS,OBRAS,0,2,436814444,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>REGOSANGÜENTO</poblacion>
<fechahora_ini>2020-07-21 09:29</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>LU-862</carretera>
<pk_inicial>  97.0</pk_inicial>
<pk_final>  98.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU007218195</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.6814444</x>
<y>-7.4932034</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.347,incidencia,,,-74932034,-7.4932034,43.6814444,21/07/2020 13:03:27
6603776,GALICIA,N-540,OBRAS EN GENERAL,2020/05/20 02:59:00,,LU,AMARILLO,61.8,59.8,SOILAN,LUGO,LU005208012,AMBOS SENTIDOS,OBRAS,0,1,425640394,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>SOILAN</poblacion>
<fechahora_ini>2020-05-20 02:59</fechahora_ini>
<nivel>AMARILLO</nivel>
<carretera>N-540</carretera>
<pk_inicial>  59.8</pk_inicial>
<pk_final>  61.8</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU005208012</ref_incidencia>
<version_incidencia>01</version_incidencia>
<x>42.5640394</x>
<y>-7.7999011</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.348,incidencia,,,-77999011,-7.7999011,42.5640394,21/07/2020 13:03:27
6603777,GALICIA,N-540,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:59:00,,LU,VERDE,57,56.6,VILANOVA DO MONTE,LUGO,LU007218081,AMBOS SENTIDOS,OBRAS,0,2,425861791,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILANOVA DO MONTE</poblacion>
<fechahora_ini>2020-07-21 07:59</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>N-540</carretera>
<pk_inicial>  56.6</pk_inicial>
<pk_final>  57.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU007218081</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.5861791</x>
<y>-7.7825332</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.349,incidencia,,,-77825332,-7.7825332,42.5861791,21/07/2020 13:03:27
6603778,GALICIA,A-8,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:15:00,,LU,VERDE,511.5,508,VILAR,LUGO,LU007219165,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,435420274,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILAR</poblacion>
<fechahora_ini>2020-07-21 09:15</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-8</carretera>
<pk_inicial> 508.0</pk_inicial>
<pk_final> 511.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>LU007219165</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>43.5420274</x>
<y>-7.0624186</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.350,incidencia,,,-70624186,-7.0624186,43.5420274,21/07/2020 13:03:27
6603779,GALICIA,LU-546,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:23:00,,LU,VERDE,10,9.8,VILARIÑO,LUGO,LU007218140,AMBOS SENTIDOS,OBRAS,0,2,428870255,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>GALICIA</autonomia>
<provincia>LUGO</provincia>
<matricula>LU</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>VILARIÑO</poblacion>
<fechahora_ini>2020-07-21 08:23</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>LU-546</carretera>
<pk_inicial>   9.8</pk_inicial>
<pk_final>  10.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>LU007218140</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>42.8870255</x>
<y>-7.45663</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.351,incidencia,,,-745663,-7.45663,42.8870255,21/07/2020 13:03:27
6603780,MADRID,M-40,TRABAJOS DE MANTENIMIENTO,2020/07/21 03:50:00,,M,VERDE,0,0,ALCOBENDAS,MADRID,OM007218017,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,405093,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ALCOBENDAS</poblacion>
<fechahora_ini>2020-07-21 03:50</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-40</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   0.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218017</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.5093</x>
<y>-3.65838</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.352,incidencia,,,-365838,-3.65838,40.5093,21/07/2020 13:03:27
6603781,MADRID,M-40,TRABAJOS DE MANTENIMIENTO,2020/07/21 03:50:00,,M,VERDE,0,0,ALCOBENDAS,MADRID,OM007219010,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,405093,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>ALCOBENDAS</poblacion>
<fechahora_ini>2020-07-21 03:50</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-40</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   0.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007219010</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.5093</x>
<y>-3.65838</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.353,incidencia,,,-365838,-3.65838,40.5093,21/07/2020 13:03:27
6603782,MADRID,M-513,OBRAS EN GENERAL,2020/07/15 09:18:00,,M,VERDE,6.2,7,BOADILLA DEL MONTE,MADRID,OM007159198,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,404114417,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>BOADILLA DEL MONTE</poblacion>
<fechahora_ini>2020-07-15 09:18</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-513</carretera>
<pk_inicial>   7.0</pk_inicial>
<pk_final>   6.2</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007159198</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.4114417</x>
<y>-3.8885018</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.354,incidencia,,,-38885018,-3.8885018,40.4114417,21/07/2020 13:03:27
6603783,MADRID,M-203,TRABAJOS DE MANTENIMIENTO,2020/07/21 07:19:00,,M,VERDE,7.5,0,CAÑADA REAL DE LA GALIANA,MADRID,OM007218045,AMBOS SENTIDOS,OBRAS,0,2,403783,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CAÑADA REAL DE LA GALIANA</poblacion>
<fechahora_ini>2020-07-21 07:19</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-203</carretera>
<pk_inicial>   0.0</pk_inicial>
<pk_final>   7.5</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OM007218045</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.3783</x>
<y>-3.59934</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.355,incidencia,,,-359934,-3.59934,40.3783,21/07/2020 13:03:27
6603784,MADRID,M-544,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:01:00,,M,VERDE,2,2,CENICIENTOS,MADRID,OM007219160,AMBOS SENTIDOS,OBRAS,0,2,402589955,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>CENICIENTOS</poblacion>
<fechahora_ini>2020-07-21 09:01</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-544</carretera>
<pk_inicial>   2.0</pk_inicial>
<pk_final>   2.0</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OM007219160</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.2589955</x>
<y>-4.451429</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.356,incidencia,,,-4451429,-4.451429,40.2589955,21/07/2020 13:03:27
6603785,MADRID,M-841,OBRAS EN GENERAL,2020/07/21 10:03:00,,M,VERDE,6.7,3,CENTRO PENITENCIARIO MADRID III,MADRID,OM007219188,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,402332267,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CENTRO PENITENCIARIO MADRID III</poblacion>
<fechahora_ini>2020-07-21 10:03</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-841</carretera>
<pk_inicial>   3.0</pk_inicial>
<pk_final>   6.7</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007219188</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.2332267</x>
<y>-3.6594414</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.357,incidencia,,,-36594414,-3.6594414,40.2332267,21/07/2020 13:03:27
6603786,MADRID,M-841,OBRAS EN GENERAL,2020/07/21 10:04:00,,M,VERDE,3,6.7,CENTRO PENITENCIARIO MADRID III,MADRID,OM007218205,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,4022411,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>CENTRO PENITENCIARIO MADRID III</poblacion>
<fechahora_ini>2020-07-21 10:04</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-841</carretera>
<pk_inicial>   6.7</pk_inicial>
<pk_final>   3.0</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218205</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.22411</x>
<y>-3.61496</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.358,incidencia,,,-361496,-3.61496,40.22411,21/07/2020 13:03:27
6603787,MADRID,R-5,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:02:00,,M,VERDE,16.7,16.7,COLINAS (LAS),MADRID,OM007218175,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,402732742,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>COLINAS (LAS)</poblacion>
<fechahora_ini>2020-07-21 09:02</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>R-5</carretera>
<pk_inicial>  16.7</pk_inicial>
<pk_final>  16.7</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218175</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.2732742</x>
<y>-3.8879175</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.359,incidencia,,,-38879175,-3.8879175,40.2732742,21/07/2020 13:03:27
6603788,MADRID,M-507,TRABAJOS DE MANTENIMIENTO,2020/07/21 09:01:00,,M,VERDE,50.2,35,,MADRID,OM007218174,AMBOS SENTIDOS,OBRAS,0,2,402870093,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion></poblacion>
<fechahora_ini>2020-07-21 09:01</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-507</carretera>
<pk_inicial>  35.0</pk_inicial>
<pk_final>  50.2</pk_final>
<sentido>AMBOS SENTIDOS</sentido>
<hacia></hacia>
<ref_incidencia>OM007218174</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.2870093</x>
<y>-4.3559066</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.360,incidencia,,,-43559066,-4.3559066,40.2870093,21/07/2020 13:03:27
6603789,MADRID,M-506,OBRAS EN GENERAL,2020/07/21 10:00:00,,M,VERDE,16.1,14.8,FUENLABRADA,MADRID,OM007218202,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,402799918,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>FUENLABRADA</poblacion>
<fechahora_ini>2020-07-21 10:00</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-506</carretera>
<pk_inicial>  14.8</pk_inicial>
<pk_final>  16.1</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218202</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.2799918</x>
<y>-3.8111569</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.361,incidencia,,,-38111569,-3.8111569,40.2799918,21/07/2020 13:03:27
6603790,MADRID,M-506A,MANTENIMIENTO DE PUENTES,2020/07/21 10:03:00,,M,VERDE,15.7,16.2,FUENLABRADA,MADRID,OM007218204,DECRECIENTE DE LA KILOMETRICA,OBRAS,1,2,40282219,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>MANTENIMIENTO DE PUENTES</causa>
<poblacion>FUENLABRADA</poblacion>
<fechahora_ini>2020-07-21 10:03</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-506A</carretera>
<pk_inicial>  16.2</pk_inicial>
<pk_final>  15.7</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218204</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.282219</x>
<y>-3.7908529</y>
<tipolocalizacion>1</tipolocalizacion>
</incidencia>",id-incidencia-1.362,incidencia,,,-37908529,-3.7908529,40.282219,21/07/2020 13:03:27
6603791,MADRID,A-3,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:31:00,,M,VERDE,62.7,62.7,FUENTIDUEÑA DE TAJO,MADRID,OM007219142,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,2,401171466,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>FUENTIDUEÑA DE TAJO</poblacion>
<fechahora_ini>2020-07-21 08:31</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-3</carretera>
<pk_inicial>  62.7</pk_inicial>
<pk_final>  62.7</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007219142</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.1171466</x>
<y>-3.1497636</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.363,incidencia,,,-31497636,-3.1497636,40.1171466,21/07/2020 13:03:27
6603792,MADRID,M-502,OBRAS EN GENERAL,2020/07/21 10:01:00,,M,VERDE,3.6,3,HUMERA-SOMOSAGUAS-PRADO DEL REY,MADRID,OM007218203,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,404159539,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>HUMERA-SOMOSAGUAS-PRADO DEL REY</poblacion>
<fechahora_ini>2020-07-21 10:01</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-502</carretera>
<pk_inicial>   3.0</pk_inicial>
<pk_final>   3.6</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218203</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.4159539</x>
<y>-3.7902642</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.364,incidencia,,,-37902642,-3.7902642,40.4159539,21/07/2020 13:03:27
6603793,MADRID,M-108,OBRAS EN GENERAL,2020/07/21 08:36:00,,M,ROJO,6.5,4,I.N.T.A.,MADRID,OM007219146,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,404966916,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>OBRAS EN GENERAL</causa>
<poblacion>I.N.T.A.</poblacion>
<fechahora_ini>2020-07-21 08:36</fechahora_ini>
<nivel>ROJO</nivel>
<carretera>M-108</carretera>
<pk_inicial>   4.0</pk_inicial>
<pk_final>   6.5</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007219146</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.4966916</x>
<y>-3.4790258</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.365,incidencia,,,-34790258,-3.4790258,40.4966916,21/07/2020 13:03:27
6603794,MADRID,M-621,TRABAJOS DE MANTENIMIENTO,2020/07/21 11:33:00,,M,VERDE,2.5,3.5,MOLINOS (LOS),MADRID,OM007218222,DECRECIENTE DE LA KILOMETRICA,OBRAS,0,3,407060777,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MOLINOS (LOS)</poblacion>
<fechahora_ini>2020-07-21 11:33</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>M-621</carretera>
<pk_inicial>   3.5</pk_inicial>
<pk_final>   2.5</pk_final>
<sentido>DECRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007218222</ref_incidencia>
<version_incidencia>03</version_incidencia>
<x>40.7060777</x>
<y>-4.0706141</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.366,incidencia,,,-40706141,-4.0706141,40.7060777,21/07/2020 13:03:27
6603795,MADRID,A-6,TRABAJOS DE MANTENIMIENTO,2020/07/21 08:21:00,,M,VERDE,13,12.3,MONTE DE POZUELO,MADRID,OM007219124,CRECIENTE DE LA KILOMETRICA,OBRAS,0,2,404662035,"﻿<?xml version=""1.0"" encoding=""UTF-16""?><incidencia>
<tipo>OBRAS</tipo>
<autonomia>MADRID</autonomia>
<provincia>MADRID</provincia>
<matricula>M</matricula>
<causa>TRABAJOS DE MANTENIMIENTO</causa>
<poblacion>MONTE DE POZUELO</poblacion>
<fechahora_ini>2020-07-21 08:21</fechahora_ini>
<nivel>VERDE</nivel>
<carretera>A-6</carretera>
<pk_inicial>  12.3</pk_inicial>
<pk_final>  13.0</pk_final>
<sentido>CRECIENTE DE LA KILOMETRICA</sentido>
<hacia></hacia>
<ref_incidencia>OM007219124</ref_incidencia>
<version_incidencia>02</version_incidencia>
<x>40.4662035</x>
<y>-3.8051702</y>
<tipolocalizacion>0</tipolocalizacion>
</incidencia>",id-incidencia-1.367,incidencia,,,-38051702,-3.8051702,40.4662035,21/07/2020 13:03:27
